LYLTY_CARD_NBR,PREMIUM_CUSTOMER,AGE,SITUATION
81247,Budget,OLDER,SINGLES/COUPLES
81248,Mainstream,NEW,FAMILIES
81249,Premium,YOUNG,SINGLES/COUPLES
81250,Mainstream,RETIREES,
81251,Budget,YOUNG,SINGLES/COUPLES
81252,Mainstream,RETIREES,
81253,Mainstream,YOUNG,FAMILIES
81254,Mainstream,YOUNG,SINGLES/COUPLES
81255,Premium,OLDER,FAMILIES
81256,Mainstream,YOUNG,SINGLES/COUPLES
81257,Budget,YOUNG,SINGLES/COUPLES
81258,Mainstream,YOUNG,SINGLES/COUPLES
81259,Mainstream,RETIREES,
81260,Mainstream,YOUNG,SINGLES/COUPLES
81261,Premium,RETIREES,
81262,Mainstream,MIDAGE,SINGLES/COUPLES
81263,Budget,RETIREES,
81264,Mainstream,RETIREES,
81265,Mainstream,YOUNG,FAMILIES
81266,Budget,RETIREES,
81267,Mainstream,YOUNG,FAMILIES
81268,Mainstream,MIDAGE,SINGLES/COUPLES
81269,Budget,OLDER,SINGLES/COUPLES
81270,Budget,OLDER,SINGLES/COUPLES
81271,Mainstream,YOUNG,SINGLES/COUPLES
81272,Mainstream,MIDAGE,SINGLES/COUPLES
81273,Mainstream,OLDER,SINGLES/COUPLES
81274,Mainstream,YOUNG,SINGLES/COUPLES
81275,Mainstream,OLDER,SINGLES/COUPLES
81276,Budget,YOUNG,SINGLES/COUPLES
81277,Budget,OLDER,SINGLES/COUPLES
81278,Mainstream,OLDER,FAMILIES
81279,Budget,OLDER,FAMILIES
81280,Mainstream,RETIREES,
81281,Mainstream,OLDER,SINGLES/COUPLES
81282,Premium,RETIREES,
81283,Premium,MIDAGE,SINGLES/COUPLES
81284,Premium,OLDER,SINGLES/COUPLES
81285,Premium,RETIREES,
81286,Budget,OLDER,FAMILIES
81287,Mainstream,YOUNG,FAMILIES
81288,Budget,RETIREES,
81289,Premium,OLDER,FAMILIES
81290,Budget,OLDER,FAMILIES
81291,Budget,YOUNG,SINGLES/COUPLES
81292,Mainstream,RETIREES,
81293,Mainstream,YOUNG,SINGLES/COUPLES
81294,Premium,MIDAGE,SINGLES/COUPLES
81295,Mainstream,RETIREES,
81296,Budget,YOUNG,FAMILIES
81297,Mainstream,YOUNG,SINGLES/COUPLES
81298,Premium,YOUNG,FAMILIES
81299,Premium,NEW,FAMILIES
81300,Budget,YOUNG,SINGLES/COUPLES
81301,Premium,OLDER,SINGLES/COUPLES
81302,Mainstream,NEW,FAMILIES
81303,Budget,OLDER,SINGLES/COUPLES
81304,Mainstream,YOUNG,SINGLES/COUPLES
81305,Mainstream,OLDER,SINGLES/COUPLES
81306,Mainstream,OLDER,SINGLES/COUPLES
81307,Budget,OLDER,SINGLES/COUPLES
81308,Mainstream,RETIREES,
81309,Premium,YOUNG,SINGLES/COUPLES
81311,Budget,YOUNG,SINGLES/COUPLES
81312,Budget,RETIREES,
81313,Premium,RETIREES,
81314,Mainstream,MIDAGE,SINGLES/COUPLES
81315,Premium,RETIREES,
81316,Mainstream,OLDER,SINGLES/COUPLES
81317,Budget,YOUNG,SINGLES/COUPLES
81318,Premium,RETIREES,
81319,Mainstream,OLDER,FAMILIES
81320,Budget,RETIREES,
81321,Mainstream,MIDAGE,SINGLES/COUPLES
81322,Budget,OLDER,FAMILIES
81323,Premium,OLDER,FAMILIES
81324,Mainstream,YOUNG,SINGLES/COUPLES
81325,Mainstream,RETIREES,
81326,Mainstream,YOUNG,SINGLES/COUPLES
81327,Budget,NEW,FAMILIES
81328,Budget,OLDER,FAMILIES
81329,Mainstream,MIDAGE,SINGLES/COUPLES
81330,Mainstream,NEW,FAMILIES
81331,Mainstream,YOUNG,SINGLES/COUPLES
81332,Premium,RETIREES,
81333,Budget,OLDER,FAMILIES
81334,Premium,OLDER,FAMILIES
81335,Budget,RETIREES,
81336,Mainstream,RETIREES,
81337,Premium,MIDAGE,SINGLES/COUPLES
81338,Budget,RETIREES,
81339,Mainstream,OLDER,SINGLES/COUPLES
81340,Budget,YOUNG,SINGLES/COUPLES
81341,Premium,OLDER,FAMILIES
81342,Budget,YOUNG,FAMILIES
81343,Mainstream,YOUNG,SINGLES/COUPLES
81344,Mainstream,RETIREES,
81345,Mainstream,RETIREES,
81346,Mainstream,RETIREES,
81347,Mainstream,OLDER,SINGLES/COUPLES
81348,Mainstream,YOUNG,SINGLES/COUPLES
81349,Premium,YOUNG,FAMILIES
81350,Premium,OLDER,SINGLES/COUPLES
81351,Mainstream,YOUNG,SINGLES/COUPLES
81352,Mainstream,RETIREES,
81353,Premium,RETIREES,
81354,Premium,RETIREES,
81355,Mainstream,YOUNG,FAMILIES
81356,Budget,OLDER,FAMILIES
81357,Budget,MIDAGE,SINGLES/COUPLES
81358,Mainstream,YOUNG,SINGLES/COUPLES
81359,Budget,OLDER,FAMILIES
81360,Premium,OLDER,SINGLES/COUPLES
81361,Budget,RETIREES,
81362,Budget,OLDER,FAMILIES
81363,Budget,OLDER,SINGLES/COUPLES
81364,Budget,OLDER,SINGLES/COUPLES
81365,Premium,YOUNG,FAMILIES
81366,Mainstream,RETIREES,
81368,Mainstream,OLDER,SINGLES/COUPLES
81369,Mainstream,YOUNG,SINGLES/COUPLES
81370,Mainstream,OLDER,FAMILIES
81371,Mainstream,RETIREES,
81372,Mainstream,YOUNG,FAMILIES
81373,Premium,RETIREES,
81374,Budget,MIDAGE,SINGLES/COUPLES
81375,Budget,OLDER,SINGLES/COUPLES
81376,Mainstream,OLDER,SINGLES/COUPLES
81377,Mainstream,MIDAGE,SINGLES/COUPLES
81378,Mainstream,RETIREES,
81379,Mainstream,RETIREES,
81380,Mainstream,YOUNG,SINGLES/COUPLES
81381,Mainstream,OLDER,SINGLES/COUPLES
81382,Premium,OLDER,SINGLES/COUPLES
81383,Premium,OLDER,SINGLES/COUPLES
81384,Premium,OLDER,SINGLES/COUPLES
82003,Budget,OLDER,SINGLES/COUPLES
82004,Budget,YOUNG,SINGLES/COUPLES
82005,Mainstream,OLDER,FAMILIES
82007,Budget,OLDER,FAMILIES
82009,Mainstream,MIDAGE,SINGLES/COUPLES
82010,Budget,OLDER,FAMILIES
82011,Premium,MIDAGE,SINGLES/COUPLES
82012,Budget,OLDER,SINGLES/COUPLES
82013,Premium,OLDER,SINGLES/COUPLES
82014,Budget,RETIREES,
82016,Premium,YOUNG,SINGLES/COUPLES
82017,Mainstream,YOUNG,SINGLES/COUPLES
82018,Mainstream,OLDER,SINGLES/COUPLES
82019,Mainstream,MIDAGE,SINGLES/COUPLES
82020,Budget,YOUNG,SINGLES/COUPLES
82023,Premium,NEW,FAMILIES
82024,Premium,OLDER,FAMILIES
82025,Premium,YOUNG,SINGLES/COUPLES
82026,Budget,YOUNG,SINGLES/COUPLES
82027,Mainstream,OLDER,SINGLES/COUPLES
82028,Premium,YOUNG,SINGLES/COUPLES
82030,Mainstream,MIDAGE,SINGLES/COUPLES
82031,Mainstream,YOUNG,SINGLES/COUPLES
82032,Budget,MIDAGE,SINGLES/COUPLES
82034,Budget,OLDER,SINGLES/COUPLES
82036,Mainstream,YOUNG,SINGLES/COUPLES
82037,Mainstream,OLDER,FAMILIES
82038,Budget,RETIREES,
82039,Budget,OLDER,FAMILIES
82040,Budget,RETIREES,
82041,Mainstream,OLDER,SINGLES/COUPLES
82042,Premium,MIDAGE,SINGLES/COUPLES
82043,Premium,YOUNG,SINGLES/COUPLES
82044,Budget,OLDER,FAMILIES
82045,Mainstream,YOUNG,SINGLES/COUPLES
82046,Budget,RETIREES,
82047,Mainstream,OLDER,FAMILIES
82048,Mainstream,YOUNG,SINGLES/COUPLES
82050,Mainstream,YOUNG,FAMILIES
82052,Mainstream,NEW,FAMILIES
82053,Budget,OLDER,SINGLES/COUPLES
82054,Mainstream,NEW,FAMILIES
82055,Budget,YOUNG,FAMILIES
82056,Premium,NEW,FAMILIES
82057,Mainstream,RETIREES,
82058,Mainstream,YOUNG,SINGLES/COUPLES
82059,Mainstream,NEW,FAMILIES
82061,Budget,OLDER,SINGLES/COUPLES
82066,Budget,RETIREES,
82067,Premium,OLDER,SINGLES/COUPLES
82068,Budget,OLDER,SINGLES/COUPLES
82070,Budget,YOUNG,FAMILIES
82071,Mainstream,YOUNG,SINGLES/COUPLES
82073,Budget,OLDER,SINGLES/COUPLES
82076,Mainstream,YOUNG,SINGLES/COUPLES
82078,Budget,MIDAGE,SINGLES/COUPLES
82079,Budget,OLDER,SINGLES/COUPLES
82080,Mainstream,YOUNG,SINGLES/COUPLES
82082,Mainstream,OLDER,FAMILIES
82083,Premium,YOUNG,FAMILIES
82084,Mainstream,RETIREES,
82085,Premium,YOUNG,FAMILIES
82088,Mainstream,OLDER,FAMILIES
82090,Mainstream,YOUNG,SINGLES/COUPLES
82091,Premium,MIDAGE,SINGLES/COUPLES
82092,Mainstream,RETIREES,
82094,Mainstream,YOUNG,SINGLES/COUPLES
82095,Premium,YOUNG,FAMILIES
82096,Budget,OLDER,FAMILIES
82099,Budget,OLDER,FAMILIES
82100,Mainstream,YOUNG,SINGLES/COUPLES
82102,Budget,OLDER,FAMILIES
82105,Premium,RETIREES,
82106,Mainstream,NEW,FAMILIES
82107,Premium,YOUNG,SINGLES/COUPLES
82109,Mainstream,OLDER,SINGLES/COUPLES
82111,Budget,YOUNG,SINGLES/COUPLES
82112,Budget,MIDAGE,SINGLES/COUPLES
82113,Budget,YOUNG,FAMILIES
82114,Budget,MIDAGE,SINGLES/COUPLES
82115,Mainstream,OLDER,FAMILIES
82116,Mainstream,OLDER,SINGLES/COUPLES
82119,Budget,OLDER,FAMILIES
82120,Mainstream,YOUNG,SINGLES/COUPLES
82121,Mainstream,MIDAGE,SINGLES/COUPLES
82122,Premium,RETIREES,
82125,Mainstream,OLDER,SINGLES/COUPLES
82126,Premium,OLDER,SINGLES/COUPLES
82127,Premium,NEW,FAMILIES
82130,Mainstream,OLDER,FAMILIES
82131,Budget,YOUNG,FAMILIES
82132,Budget,OLDER,FAMILIES
82133,Premium,YOUNG,SINGLES/COUPLES
82134,Premium,RETIREES,
82135,Premium,YOUNG,SINGLES/COUPLES
82136,Premium,YOUNG,SINGLES/COUPLES
82137,Budget,YOUNG,FAMILIES
82138,Budget,MIDAGE,SINGLES/COUPLES
82139,Premium,RETIREES,
82143,Premium,RETIREES,
82144,Mainstream,YOUNG,SINGLES/COUPLES
82146,Premium,YOUNG,SINGLES/COUPLES
82147,Budget,YOUNG,FAMILIES
82148,Premium,MIDAGE,SINGLES/COUPLES
82150,Mainstream,OLDER,FAMILIES
82153,Budget,YOUNG,SINGLES/COUPLES
82154,Mainstream,YOUNG,SINGLES/COUPLES
82155,Budget,OLDER,SINGLES/COUPLES
82156,Mainstream,YOUNG,SINGLES/COUPLES
82157,Budget,OLDER,FAMILIES
82161,Mainstream,YOUNG,SINGLES/COUPLES
82162,Mainstream,RETIREES,
82163,Mainstream,YOUNG,SINGLES/COUPLES
82164,Budget,RETIREES,
82165,Mainstream,YOUNG,SINGLES/COUPLES
82166,Budget,OLDER,SINGLES/COUPLES
82168,Mainstream,MIDAGE,SINGLES/COUPLES
82169,Mainstream,YOUNG,FAMILIES
82170,Premium,OLDER,FAMILIES
82172,Mainstream,YOUNG,SINGLES/COUPLES
82174,Mainstream,OLDER,SINGLES/COUPLES
82175,Budget,YOUNG,SINGLES/COUPLES
82176,Mainstream,YOUNG,SINGLES/COUPLES
82177,Budget,OLDER,SINGLES/COUPLES
82179,Premium,YOUNG,SINGLES/COUPLES
82180,Premium,YOUNG,SINGLES/COUPLES
82181,Premium,YOUNG,FAMILIES
82182,Mainstream,YOUNG,SINGLES/COUPLES
82183,Premium,RETIREES,
82185,Mainstream,RETIREES,
82186,Mainstream,RETIREES,
82187,Budget,YOUNG,SINGLES/COUPLES
82188,Budget,YOUNG,SINGLES/COUPLES
82189,Mainstream,MIDAGE,SINGLES/COUPLES
82191,Budget,YOUNG,SINGLES/COUPLES
82193,Budget,OLDER,FAMILIES
82194,Mainstream,RETIREES,
82198,Budget,RETIREES,
82199,Mainstream,NEW,FAMILIES
82201,Mainstream,RETIREES,
82202,Mainstream,OLDER,SINGLES/COUPLES
82203,Mainstream,OLDER,FAMILIES
82204,Budget,YOUNG,SINGLES/COUPLES
82205,Budget,YOUNG,SINGLES/COUPLES
82209,Budget,RETIREES,
82210,Mainstream,MIDAGE,SINGLES/COUPLES
82211,Mainstream,MIDAGE,SINGLES/COUPLES
82212,Premium,YOUNG,SINGLES/COUPLES
82213,Mainstream,RETIREES,
82214,Premium,YOUNG,FAMILIES
82216,Mainstream,YOUNG,SINGLES/COUPLES
82217,Budget,YOUNG,FAMILIES
82219,Premium,OLDER,SINGLES/COUPLES
82220,Mainstream,RETIREES,
82221,Budget,RETIREES,
82223,Mainstream,YOUNG,SINGLES/COUPLES
82224,Mainstream,RETIREES,
82225,Budget,NEW,FAMILIES
82226,Premium,NEW,FAMILIES
82227,Budget,YOUNG,SINGLES/COUPLES
82229,Premium,YOUNG,SINGLES/COUPLES
82230,Mainstream,YOUNG,SINGLES/COUPLES
82232,Mainstream,RETIREES,
82235,Budget,OLDER,SINGLES/COUPLES
82236,Premium,YOUNG,SINGLES/COUPLES
82237,Premium,RETIREES,
82242,Mainstream,NEW,FAMILIES
82243,Premium,OLDER,FAMILIES
82244,Mainstream,MIDAGE,SINGLES/COUPLES
82245,Mainstream,YOUNG,SINGLES/COUPLES
82246,Mainstream,RETIREES,
82248,Mainstream,RETIREES,
82250,Budget,RETIREES,
82251,Mainstream,RETIREES,
82252,Budget,YOUNG,FAMILIES
82253,Budget,NEW,FAMILIES
82255,Budget,RETIREES,
82258,Mainstream,NEW,FAMILIES
82259,Premium,YOUNG,SINGLES/COUPLES
82260,Budget,YOUNG,SINGLES/COUPLES
82261,Budget,YOUNG,SINGLES/COUPLES
82262,Budget,YOUNG,SINGLES/COUPLES
82264,Budget,YOUNG,FAMILIES
82266,Mainstream,OLDER,SINGLES/COUPLES
82267,Budget,MIDAGE,SINGLES/COUPLES
82268,Mainstream,MIDAGE,SINGLES/COUPLES
82269,Budget,OLDER,SINGLES/COUPLES
82270,Budget,RETIREES,
82272,Budget,MIDAGE,SINGLES/COUPLES
82275,Mainstream,YOUNG,SINGLES/COUPLES
82276,Premium,OLDER,FAMILIES
82277,Premium,OLDER,SINGLES/COUPLES
82278,Budget,YOUNG,SINGLES/COUPLES
82280,Mainstream,OLDER,SINGLES/COUPLES
82281,Premium,RETIREES,
82282,Mainstream,YOUNG,SINGLES/COUPLES
82283,Mainstream,MIDAGE,SINGLES/COUPLES
82284,Mainstream,OLDER,SINGLES/COUPLES
82285,Mainstream,YOUNG,SINGLES/COUPLES
82286,Premium,RETIREES,
82290,Mainstream,YOUNG,FAMILIES
82291,Premium,OLDER,SINGLES/COUPLES
82293,Premium,YOUNG,SINGLES/COUPLES
82294,Budget,OLDER,SINGLES/COUPLES
82295,Budget,RETIREES,
82296,Budget,YOUNG,FAMILIES
82297,Budget,OLDER,FAMILIES
82298,Premium,YOUNG,SINGLES/COUPLES
82299,Budget,YOUNG,FAMILIES
82300,Mainstream,OLDER,FAMILIES
82301,Budget,RETIREES,
82302,Premium,YOUNG,FAMILIES
82303,Budget,OLDER,FAMILIES
82305,Mainstream,OLDER,SINGLES/COUPLES
82306,Mainstream,RETIREES,
82310,Budget,YOUNG,SINGLES/COUPLES
82311,Mainstream,RETIREES,
82313,Mainstream,YOUNG,FAMILIES
82314,Mainstream,OLDER,SINGLES/COUPLES
82315,Budget,OLDER,FAMILIES
82316,Budget,MIDAGE,SINGLES/COUPLES
82317,Mainstream,MIDAGE,SINGLES/COUPLES
82319,Premium,OLDER,FAMILIES
82322,Budget,RETIREES,
82323,Budget,YOUNG,SINGLES/COUPLES
82324,Mainstream,OLDER,SINGLES/COUPLES
82325,Budget,MIDAGE,SINGLES/COUPLES
82326,Mainstream,RETIREES,
82330,Mainstream,OLDER,FAMILIES
82331,Premium,MIDAGE,SINGLES/COUPLES
82334,Budget,RETIREES,
82336,Mainstream,YOUNG,SINGLES/COUPLES
82337,Budget,YOUNG,FAMILIES
82338,Budget,OLDER,FAMILIES
82342,Budget,YOUNG,SINGLES/COUPLES
82343,Mainstream,YOUNG,FAMILIES
82344,Budget,OLDER,SINGLES/COUPLES
82346,Budget,RETIREES,
82347,Premium,YOUNG,SINGLES/COUPLES
82348,Mainstream,RETIREES,
82349,Premium,MIDAGE,SINGLES/COUPLES
82350,Mainstream,OLDER,SINGLES/COUPLES
82351,Mainstream,YOUNG,SINGLES/COUPLES
82352,Mainstream,RETIREES,
82353,Premium,OLDER,SINGLES/COUPLES
82356,Mainstream,NEW,FAMILIES
82357,Budget,OLDER,FAMILIES
82358,Premium,RETIREES,
82359,Premium,YOUNG,FAMILIES
82360,Premium,RETIREES,
82361,Premium,OLDER,SINGLES/COUPLES
82363,Mainstream,YOUNG,SINGLES/COUPLES
82364,Budget,OLDER,SINGLES/COUPLES
82366,Budget,MIDAGE,SINGLES/COUPLES
82368,Premium,MIDAGE,SINGLES/COUPLES
82369,Premium,OLDER,SINGLES/COUPLES
82371,Premium,YOUNG,SINGLES/COUPLES
82372,Budget,OLDER,FAMILIES
82373,Budget,MIDAGE,SINGLES/COUPLES
82374,Premium,YOUNG,SINGLES/COUPLES
82375,Premium,MIDAGE,SINGLES/COUPLES
82376,Budget,OLDER,FAMILIES
82377,Mainstream,OLDER,FAMILIES
82378,Mainstream,YOUNG,SINGLES/COUPLES
82383,Budget,YOUNG,FAMILIES
82384,Budget,OLDER,FAMILIES
82385,Mainstream,YOUNG,SINGLES/COUPLES
82386,Budget,YOUNG,FAMILIES
82387,Mainstream,YOUNG,SINGLES/COUPLES
82388,Budget,YOUNG,SINGLES/COUPLES
82389,Budget,OLDER,SINGLES/COUPLES
82391,Mainstream,YOUNG,FAMILIES
82393,Mainstream,YOUNG,SINGLES/COUPLES
82396,Mainstream,YOUNG,SINGLES/COUPLES
82397,Premium,MIDAGE,SINGLES/COUPLES
82398,Mainstream,NEW,FAMILIES
82399,Premium,OLDER,FAMILIES
82400,Premium,YOUNG,SINGLES/COUPLES
82401,Mainstream,RETIREES,
82402,Mainstream,OLDER,FAMILIES
82403,Budget,NEW,FAMILIES
82404,Premium,OLDER,FAMILIES
82405,Premium,RETIREES,
82407,Mainstream,YOUNG,FAMILIES
82409,Budget,RETIREES,
82411,Mainstream,YOUNG,SINGLES/COUPLES
82412,Mainstream,YOUNG,FAMILIES
82413,Mainstream,OLDER,SINGLES/COUPLES
82414,Mainstream,MIDAGE,SINGLES/COUPLES
82415,Premium,YOUNG,SINGLES/COUPLES
82416,Budget,RETIREES,
82419,Mainstream,OLDER,FAMILIES
82420,Premium,MIDAGE,SINGLES/COUPLES
82421,Mainstream,MIDAGE,SINGLES/COUPLES
82422,Mainstream,YOUNG,SINGLES/COUPLES
82423,Budget,NEW,FAMILIES
82424,Mainstream,YOUNG,FAMILIES
82426,Premium,OLDER,SINGLES/COUPLES
82427,Premium,YOUNG,SINGLES/COUPLES
82429,Budget,OLDER,SINGLES/COUPLES
82430,Mainstream,OLDER,SINGLES/COUPLES
82432,Budget,RETIREES,
82433,Budget,YOUNG,SINGLES/COUPLES
82434,Mainstream,RETIREES,
82435,Mainstream,YOUNG,SINGLES/COUPLES
82436,Premium,OLDER,FAMILIES
82437,Mainstream,YOUNG,SINGLES/COUPLES
82438,Budget,OLDER,FAMILIES
82439,Budget,NEW,FAMILIES
82440,Budget,YOUNG,SINGLES/COUPLES
82441,Mainstream,RETIREES,
82444,Mainstream,RETIREES,
82445,Premium,YOUNG,SINGLES/COUPLES
82446,Mainstream,OLDER,SINGLES/COUPLES
82447,Mainstream,YOUNG,SINGLES/COUPLES
82448,Premium,YOUNG,SINGLES/COUPLES
82449,Mainstream,MIDAGE,SINGLES/COUPLES
82450,Premium,RETIREES,
82451,Mainstream,YOUNG,SINGLES/COUPLES
82453,Mainstream,OLDER,SINGLES/COUPLES
82454,Mainstream,NEW,FAMILIES
82455,Premium,RETIREES,
82456,Premium,RETIREES,
82457,Mainstream,YOUNG,SINGLES/COUPLES
82459,Budget,YOUNG,SINGLES/COUPLES
82460,Budget,YOUNG,FAMILIES
82461,Budget,YOUNG,SINGLES/COUPLES
82463,Premium,YOUNG,FAMILIES
82465,Premium,RETIREES,
82466,Mainstream,RETIREES,
82468,Premium,RETIREES,
82469,Premium,YOUNG,FAMILIES
82470,Mainstream,RETIREES,
82471,Premium,OLDER,SINGLES/COUPLES
82472,Mainstream,RETIREES,
82473,Budget,NEW,FAMILIES
82474,Premium,RETIREES,
82475,Budget,OLDER,SINGLES/COUPLES
82476,Premium,OLDER,SINGLES/COUPLES
82478,Premium,YOUNG,SINGLES/COUPLES
82479,Mainstream,YOUNG,SINGLES/COUPLES
82480,Budget,MIDAGE,SINGLES/COUPLES
83000,Premium,MIDAGE,SINGLES/COUPLES
83001,Mainstream,RETIREES,
83002,Mainstream,OLDER,SINGLES/COUPLES
83003,Mainstream,YOUNG,FAMILIES
83004,Mainstream,OLDER,SINGLES/COUPLES
83005,Mainstream,OLDER,SINGLES/COUPLES
83006,Budget,OLDER,SINGLES/COUPLES
83007,Mainstream,RETIREES,
83008,Budget,MIDAGE,SINGLES/COUPLES
83009,Budget,OLDER,FAMILIES
83010,Mainstream,OLDER,FAMILIES
83011,Premium,RETIREES,
83012,Mainstream,YOUNG,FAMILIES
83013,Budget,YOUNG,FAMILIES
83014,Budget,YOUNG,FAMILIES
83015,Mainstream,OLDER,FAMILIES
83016,Budget,OLDER,FAMILIES
83017,Mainstream,YOUNG,SINGLES/COUPLES
83018,Budget,OLDER,FAMILIES
83019,Budget,OLDER,FAMILIES
83020,Mainstream,YOUNG,SINGLES/COUPLES
83021,Mainstream,RETIREES,
83022,Premium,OLDER,FAMILIES
83023,Budget,OLDER,SINGLES/COUPLES
83024,Premium,RETIREES,
83025,Budget,YOUNG,FAMILIES
83026,Budget,OLDER,FAMILIES
83027,Mainstream,YOUNG,FAMILIES
83028,Mainstream,OLDER,SINGLES/COUPLES
83029,Premium,RETIREES,
83030,Budget,OLDER,SINGLES/COUPLES
83031,Premium,YOUNG,FAMILIES
83032,Budget,OLDER,SINGLES/COUPLES
83033,Mainstream,OLDER,FAMILIES
83034,Premium,OLDER,FAMILIES
83035,Budget,OLDER,FAMILIES
83036,Mainstream,YOUNG,SINGLES/COUPLES
83037,Mainstream,OLDER,FAMILIES
83038,Budget,YOUNG,FAMILIES
83039,Mainstream,YOUNG,SINGLES/COUPLES
83040,Premium,OLDER,FAMILIES
83041,Mainstream,YOUNG,SINGLES/COUPLES
83042,Budget,OLDER,SINGLES/COUPLES
83043,Budget,OLDER,SINGLES/COUPLES
83044,Budget,OLDER,SINGLES/COUPLES
83045,Budget,OLDER,FAMILIES
83046,Premium,OLDER,FAMILIES
83047,Mainstream,YOUNG,FAMILIES
83048,Budget,YOUNG,SINGLES/COUPLES
83049,Mainstream,RETIREES,
83050,Premium,RETIREES,
83051,Premium,YOUNG,FAMILIES
83052,Budget,OLDER,SINGLES/COUPLES
83053,Premium,YOUNG,FAMILIES
83054,Mainstream,RETIREES,
83055,Budget,OLDER,SINGLES/COUPLES
83056,Mainstream,RETIREES,
83057,Budget,OLDER,FAMILIES
83058,Premium,MIDAGE,SINGLES/COUPLES
83059,Budget,MIDAGE,SINGLES/COUPLES
83060,Mainstream,OLDER,SINGLES/COUPLES
83061,Budget,OLDER,FAMILIES
83062,Budget,MIDAGE,SINGLES/COUPLES
83063,Mainstream,OLDER,SINGLES/COUPLES
83064,Mainstream,OLDER,SINGLES/COUPLES
83065,Mainstream,OLDER,FAMILIES
83066,Budget,YOUNG,FAMILIES
83067,Mainstream,OLDER,SINGLES/COUPLES
83068,Budget,OLDER,FAMILIES
83069,Mainstream,OLDER,FAMILIES
83070,Mainstream,OLDER,SINGLES/COUPLES
83071,Budget,OLDER,FAMILIES
83072,Premium,RETIREES,
83073,Mainstream,MIDAGE,SINGLES/COUPLES
83074,Mainstream,RETIREES,
83075,Premium,OLDER,FAMILIES
83076,Mainstream,MIDAGE,SINGLES/COUPLES
83077,Premium,YOUNG,FAMILIES
83078,Budget,YOUNG,FAMILIES
83079,Budget,RETIREES,
83080,Premium,OLDER,SINGLES/COUPLES
83081,Premium,OLDER,SINGLES/COUPLES
83082,Premium,OLDER,SINGLES/COUPLES
83083,Budget,YOUNG,FAMILIES
83084,Premium,OLDER,SINGLES/COUPLES
83085,Premium,OLDER,SINGLES/COUPLES
83086,Premium,MIDAGE,SINGLES/COUPLES
83087,Premium,RETIREES,
83088,Budget,YOUNG,FAMILIES
83089,Mainstream,OLDER,SINGLES/COUPLES
83090,Budget,OLDER,SINGLES/COUPLES
83091,Budget,OLDER,SINGLES/COUPLES
83092,Budget,OLDER,SINGLES/COUPLES
83093,Budget,RETIREES,
83094,Premium,RETIREES,
83095,Mainstream,YOUNG,FAMILIES
83096,Budget,OLDER,FAMILIES
83097,Mainstream,OLDER,SINGLES/COUPLES
83098,Budget,YOUNG,FAMILIES
83099,Budget,OLDER,SINGLES/COUPLES
83100,Budget,YOUNG,FAMILIES
83101,Mainstream,YOUNG,FAMILIES
83102,Mainstream,OLDER,SINGLES/COUPLES
83103,Mainstream,OLDER,SINGLES/COUPLES
83104,Budget,OLDER,FAMILIES
83105,Premium,YOUNG,FAMILIES
83106,Budget,RETIREES,
83107,Premium,OLDER,FAMILIES
83108,Mainstream,RETIREES,
83109,Mainstream,OLDER,SINGLES/COUPLES
83110,Mainstream,RETIREES,
83111,Mainstream,OLDER,SINGLES/COUPLES
83112,Mainstream,OLDER,FAMILIES
83113,Mainstream,OLDER,SINGLES/COUPLES
83114,Budget,OLDER,FAMILIES
83115,Budget,YOUNG,FAMILIES
83116,Budget,YOUNG,FAMILIES
83117,Mainstream,OLDER,SINGLES/COUPLES
83118,Budget,YOUNG,FAMILIES
83119,Mainstream,RETIREES,
83120,Budget,YOUNG,SINGLES/COUPLES
83121,Mainstream,YOUNG,SINGLES/COUPLES
83122,Budget,RETIREES,
83123,Mainstream,RETIREES,
83124,Mainstream,RETIREES,
83125,Mainstream,OLDER,FAMILIES
83126,Budget,RETIREES,
83127,Mainstream,YOUNG,SINGLES/COUPLES
83128,Budget,OLDER,FAMILIES
83129,Budget,OLDER,SINGLES/COUPLES
83130,Mainstream,MIDAGE,SINGLES/COUPLES
83131,Budget,OLDER,SINGLES/COUPLES
83132,Mainstream,OLDER,SINGLES/COUPLES
83133,Premium,OLDER,SINGLES/COUPLES
83134,Mainstream,OLDER,FAMILIES
83135,Mainstream,OLDER,SINGLES/COUPLES
83136,Premium,OLDER,SINGLES/COUPLES
83137,Budget,YOUNG,FAMILIES
83138,Budget,OLDER,FAMILIES
83139,Mainstream,OLDER,SINGLES/COUPLES
83140,Premium,OLDER,SINGLES/COUPLES
83141,Premium,YOUNG,FAMILIES
83142,Mainstream,OLDER,SINGLES/COUPLES
83143,Mainstream,YOUNG,SINGLES/COUPLES
83144,Budget,RETIREES,
83145,Budget,YOUNG,FAMILIES
83146,Budget,YOUNG,FAMILIES
83147,Mainstream,OLDER,FAMILIES
83148,Mainstream,RETIREES,
83149,Mainstream,YOUNG,FAMILIES
83150,Mainstream,YOUNG,SINGLES/COUPLES
83151,Budget,OLDER,SINGLES/COUPLES
83152,Mainstream,OLDER,SINGLES/COUPLES
83153,Premium,MIDAGE,SINGLES/COUPLES
83154,Mainstream,RETIREES,
83155,Mainstream,OLDER,SINGLES/COUPLES
83156,Mainstream,OLDER,SINGLES/COUPLES
83157,Premium,MIDAGE,SINGLES/COUPLES
83158,Mainstream,OLDER,SINGLES/COUPLES
83159,Budget,MIDAGE,SINGLES/COUPLES
83160,Mainstream,OLDER,FAMILIES
